"u","ratio","scostamento","resonance","library_status","intensita_risonanza"
5779,0.742730633122846,0.409397299789513,0.242532394951506,"Library_-1 (Rumore)",0.0167
5780,0.675982690881938,0.342649357548604,0.305546000716201,"Library_-1 (Rumore)",0.0325
5781,0.616995797259733,0.2836624639264,0.374731650438983,"Library_-1 (Rumore)",0.0586
5782,0.377429893240333,0.0440965599069993,0.858485539436843,"Library_0 (Possibilita)",0.6434
5783,0.0977034203242511,0.235629913009082,0.44248880085656,"Library_-1 (Rumore)",0.0948
5784,0.0538839579094201,0.279449375423913,0.380234642024966,"Library_-1 (Rumore)",0.0611
5785,0.311279544606805,0.0220537887265285,0.926527285917382,"Library_0 (Possibilita)",0.8021
5786,0.744225876638666,0.410892543305332,0.241280790625805,"Library_-1 (Rumore)",0.0164
5787,0.987162680365145,0.653829347031812,0.104098494775257,"Library_-1 (Rumore)",0.0014
5788,0.159078334458172,0.174254998875161,0.54718565420459,"Library_-1 (Rumore)",0.1751
5789,0.234434373211116,0.0988989601222177,0.710194894376114,"Library_0 (Possibilita)",0.372
5790,0.421005215262994,0.0876718819296609,0.738327882099029,"Library_0 (Possibilita)",0.4161
5791,0.585994467372075,0.252661134038741,0.417165384482524,"Library_-1 (Rumore)",0.0799
5792,0.236429266631603,0.0969040667017301,0.715114218424898,"Library_0 (Possibilita)",0.3794
5793,0.288803127594292,0.0445302057390412,0.857198325425725,"Library_0 (Possibilita)",0.6406
5794,0.790107745444402,0.456774412111069,0.205860404435533,"Library_-1 (Rumore)",0.0104
5795,0.589127755025402,0.255794421692068,0.412666915353082,"Library_-1 (Rumore)",0.0775
5796,0.300915279658511,0.032418053674822,0.893887986433031,"Library_0 (Possibilita)",0.7231
5797,0.983213448664173,0.64988011533084,0.105530802157191,"Library_-1 (Rumore)",0.0015
5798,0.721354923443869,0.388021590110535,0.261151511852711,"Library_-1 (Rumore)",0.0206
5799,0.354991990840062,0.0216586575067292,0.927794952028733,"Library_0 (Possibilita)",0.8053
5800,0.533507281914353,0.20017394858102,0.500246969076601,"Library_-1 (Rumore)",0.1351
5801,0.432012213859707,0.0986788805263738,0.710735936516739,"Library_0 (Possibilita)",0.3728
5802,0.601930623408407,0.268597290075074,0.394784303469037,"Library_-1 (Rumore)",0.0682
5803,0.226243569981307,0.107089763352027,0.690348915847395,"Library_-1 (Rumore)",0.3427
5804,0.868127018446103,0.534793685112769,0.157154835500423,"Library_-1 (Rumore)",0.0048
5805,0.0280209847260267,0.305312348607307,0.347684687880402,"Library_-1 (Rumore)",0.0472
5806,0.503008307423443,0.169674974090109,0.555926567881609,"Library_-1 (Rumore)",0.1833
5807,0.874556119320914,0.541222785987581,0.15369731627371,"Library_-1 (Rumore)",0.0045
5808,0.467049140483141,0.133715807149808,0.629587084347408,"Library_-1 (Rumore)",0.2626
5809,0.665116698713973,0.33178336538064,0.317252970883526,"Library_-1 (Rumore)",0.0362
5810,0.8517555098515,0.518422176518167,0.166314598198854,"Library_-1 (Rumore)",0.0056
5811,0.720642205793411,0.387308872460077,0.261796354995939,"Library_-1 (Rumore)",0.0208
5812,0.968652458395809,0.635319125062476,0.110984177551221,"Library_-1 (Rumore)",0.0017
5813,0.246001415653154,0.0873319176801791,0.739196935332372,"Library_0 (Possibilita)",0.4176
5814,0.667776752496138,0.334443419162805,0.31434622333492,"Library_-1 (Rumore)",0.0353
5815,0.208851917879656,0.124481415453677,0.650029374881993,"Library_-1 (Rumore)",0.288
5816,0.697519436478615,0.364186103145281,0.283603649074405,"Library_-1 (Rumore)",0.0262
5817,0.124161640414968,0.209171692918365,0.484911986925633,"Library_-1 (Rumore)",0.1235
5818,0.522994121536613,0.189660788203279,0.518780131377035,"Library_-1 (Rumore)",0.1501
5819,0.342867226107046,0.00953389277371269,0.967548504050886,"Library_1 (Necessita)",0.9091
5820,0.748882551444694,0.415549218111361,0.237424117860888,"Library_-1 (Rumore)",0.0157
5821,0.991618979955092,0.658285646621759,0.102505614529229,"Library_-1 (Rumore)",0.0014
5822,0.77717081294395,0.443837479610617,0.215285145093196,"Library_-1 (Rumore)",0.0118
5823,0.900000616442412,0.566667283109079,0.140743724937816,"Library_-1 (Rumore)",0.0035
5824,0.161484899697825,0.171848433635508,0.551761277336209,"Library_-1 (Rumore)",0.1793
5825,0.593069074908271,0.259735741574938,0.40707717489005,"Library_-1 (Rumore)",0.0745
5826,0.90955102071166,0.576217687378327,0.136168600435966,"Library_-1 (Rumore)",0.0031
5827,0.287521163700148,0.0458121696331849,0.853404279296944,"Library_0 (Possibilita)",0.6325
5828,0.512137311510742,0.178803978177408,0.538640035665931,"Library_-1 (Rumore)",0.1673
5829,0.625272259349003,0.29193892601567,0.364152043635405,"Library_-1 (Rumore)",0.054
5830,0.357704284600914,0.0243709512675802,0.919128112840572,"Library_0 (Possibilita)",0.7837
5831,0.199659404344857,0.133673928988477,0.629678323926843,"Library_-1 (Rumore)",0.2627
5832,0.0691023911349475,0.264230942198386,0.400794262939665,"Library_-1 (Rumore)",0.0712
5833,0.985726412851363,0.65239307951803,0.104617136934373,"Library_-1 (Rumore)",0.0015
5834,0.927451713709161,0.594118380375827,0.127990088025771,"Library_-1 (Rumore)",0.0026
5835,0.765149380546063,0.43181604721273,0.224429281866263,"Library_-1 (Rumore)",0.0133
5836,0.34588636085391,0.0125530275205771,0.957493156741805,"Library_0 (Possibilita)",0.882
5837,0.332186055136845,0.0011472781964888,0.996037991807237,"Library_1 (Necessita)",0.9886
5838,0.51643034350127,0.183097010167937,0.530697678397997,"Library_-1 (Rumore)",0.1603
5839,0.874099306995049,0.540765973661716,0.153940455918139,"Library_-1 (Rumore)",0.0045
5840,0.363475892227143,0.0301425588938097,0.90095406125009,"Library_0 (Possibilita)",0.7398
5841,0.723476889543235,0.390143556209902,0.259241016704661,"Library_-1 (Rumore)",0.0202
5842,0.818387483246624,0.485054149913291,0.186670143707292,"Library_-1 (Rumore)",0.0078
5843,0.010211463086307,0.323121870247026,0.326905282408234,"Library_-1 (Rumore)",0.0395
5844,0.203849847894162,0.129483485439171,0.638875183859393,"Library_-1 (Rumore)",0.2739
5845,0.768435987876728,0.435102654543395,0.221891416592455,"Library_-1 (Rumore)",0.0129
5846,0.209446571068838,0.123886762264495,0.651368286831447,"Library_-1 (Rumore)",0.2897
5847,0.401847856584936,0.0685145232516031,0.788929845043681,"Library_0 (Possibilita)",0.504
5848,0.154979100218043,0.178354233115291,0.539478937997916,"Library_-1 (Rumore)",0.168
5849,0.324687724234536,0.00864560909879702,0.970527023447655,"Library_1 (Necessita)",0.9172
5850,0.789590243948624,0.45625691061529,0.20622936650718,"Library_-1 (Rumore)",0.0104
5851,0.746308940229937,0.412975606896604,0.239547906895722,"Library_-1 (Rumore)",0.0161
5852,0.262316428823397,0.0710169045099368,0.782128084155094,"Library_0 (Possibilita)",0.4916
5853,0.466227801982313,0.13289446864898,0.631378942682069,"Library_-1 (Rumore)",0.2648
5854,0.0201814696192741,0.313151863714059,0.338379910710586,"Library_-1 (Rumore)",0.0437
5855,0.344885072205216,0.0115517388718824,0.960816352571914,"Library_0 (Possibilita)",0.8909
5856,0.144077870063484,0.18925546326985,0.519508245806199,"Library_-1 (Rumore)",0.1507
5857,0.957844487391412,0.624511154058079,0.115213393785179,"Library_-1 (Rumore)",0.0019
5858,0.630519772879779,0.297186439546446,0.357599532432147,"Library_-1 (Rumore)",0.0512
5859,0.206615373492241,0.126717959841092,0.645018200985123,"Library_-1 (Rumore)",0.2816
5860,0.439369990956038,0.106036657622705,0.692869147972212,"Library_-1 (Rumore)",0.3463
5861,0.214097119634971,0.119236213698362,0.661934958819716,"Library_-1 (Rumore)",0.3035
5862,0.259556948440149,0.0737763848931839,0.774695466367342,"Library_0 (Possibilita)",0.4782
5863,0.305461663054302,0.027871670279031,0.908061519249011,"Library_0 (Possibilita)",0.7568
5864,0.151267617242411,0.182065716090923,0.532594878908745,"Library_-1 (Rumore)",0.1619
5865,0.881760040530935,0.548426707197602,0.149913396203552,"Library_-1 (Rumore)",0.0042
5866,0.110902560176328,0.222430773157005,0.46316695136465,"Library_-1 (Rumore)",0.1081
5867,0.16134832566604,0.171985007667293,0.551500586884237,"Library_-1 (Rumore)",0.1791
5868,0.571574785048142,0.238241451714809,0.438508220934103,"Library_-1 (Rumore)",0.0923
5869,0.683447143062949,0.350113809729616,0.297755124071435,"Library_-1 (Rumore)",0.0302
5870,0.408822033088654,0.075488699755321,0.770118928506137,"Library_0 (Possibilita)",0.4701
5871,0.0465795893687755,0.286753743964558,0.370744648514504,"Library_-1 (Rumore)",0.0568
5872,0.232647718628868,0.100685614704465,0.705817811588115,"Library_-1 (Rumore)",0.3654
5873,0.941679285373539,0.608345952040205,0.121841590814333,"Library_-1 (Rumore)",0.0023
5874,0.68485802016221,0.351524686828877,0.296305026787307,"Library_-1 (Rumore)",0.0297
5875,0.301555917831138,0.0317774155021955,0.895871731045214,"Library_0 (Possibilita)",0.7278
5876,0.163171511609107,0.170161821724226,0.554990832337409,"Library_-1 (Rumore)",0.1824
5877,0.152045120252296,0.181288213081037,0.534029680311101,"Library_-1 (Rumore)",0.1632
5878,0.306241421494633,0.0270919118387004,0.910514927260981,"Library_0 (Possibilita)",0.7627
5879,0.795031416928396,0.461698083595062,0.202382833800328,"Library_-1 (Rumore)",0.0099
5880,0.753699986729771,0.420366653396438,0.233499165476568,"Library_-1 (Rumore)",0.0149
5881,0.466016165679321,0.132682832345987,0.631841480963011,"Library_-1 (Rumore)",0.2653
5882,0.0501596287358552,0.283173704597478,0.37536594520244,"Library_-1 (Rumore)",0.0589
5883,0.20496273576282,0.128370597570514,0.641340157589066,"Library_-1 (Rumore)",0.277
5884,0.658948636148125,0.325615302814792,0.32409690302336,"Library_-1 (Rumore)",0.0385
5885,0.0717351862695068,0.261598147063827,0.40446224075626,"Library_-1 (Rumore)",0.0731
5886,0.116585573647171,0.216747759686162,0.472365128551868,"Library_-1 (Rumore)",0.1145
5887,0.84735290100798,0.514019567674647,0.168867658777457,"Library_-1 (Rumore)",0.0059
5888,0.713185311062261,0.379851977728928,0.268639331497762,"Library_-1 (Rumore)",0.0224
5889,0.836626871488988,0.503293538155655,0.175252912659972,"Library_-1 (Rumore)",0.0065
5890,0.968332020565867,0.634998687232534,0.111107304760603,"Library_-1 (Rumore)",0.0017
5891,0.181550197303295,0.151783136030038,0.591431918121652,"Library_-1 (Rumore)",0.2192
5892,0.581269555492327,0.247936222158993,0.424041852637065,"Library_-1 (Rumore)",0.0838
5893,0.799159375717863,0.46582604238453,0.199512585807225,"Library_-1 (Rumore)",0.0095
5894,0.980875642271712,0.647542308938379,0.106387946475403,"Library_-1 (Rumore)",0.0015
5895,0.460079586831853,0.126746253498519,0.64495505464373,"Library_-1 (Rumore)",0.2815
5896,0.400688471039757,0.0673551377064238,0.792101209070034,"Library_0 (Possibilita)",0.5099
5897,0.950641724048182,0.617308390714849,0.11812098801568,"Library_-1 (Rumore)",0.0021
5898,0.827203860506415,0.493870527173082,0.181061397821318,"Library_-1 (Rumore)",0.0072
5899,0.254915127763525,0.0784182055698087,0.762351786847673,"Library_0 (Possibilita)",0.4565
5900,0.769373074173927,0.436039740840594,0.221173085674518,"Library_-1 (Rumore)",0.0128
5901,0.546031218487769,0.212697885154436,0.479031267467784,"Library_-1 (Rumore)",0.1192
5902,0.150277416221797,0.183055917111536,0.530773145018309,"Library_-1 (Rumore)",0.1603
5903,0.643696004059166,0.310362670725832,0.341661535868464,"Library_-1 (Rumore)",0.0449
5904,0.805288443109021,0.471955109775687,0.195325846365398,"Library_-1 (Rumore)",0.0089
5905,0.246819808147848,0.0865135251854857,0.741293195879612,"Library_0 (Possibilita)",0.421
5906,0.381459785858169,0.0481264525248359,0.846597496457302,"Library_0 (Possibilita)",0.618
5907,0.0856127818115056,0.247720551521828,0.424358422959427,"Library_-1 (Rumore)",0.084
5908,0.0646186117082834,0.26871472162505,0.394623918070119,"Library_-1 (Rumore)",0.0681
5909,0.646920416504145,0.313587083170811,0.33787070379934,"Library_-1 (Rumore)",0.0435
5910,0.716635202988982,0.383301869655649,0.265451510984736,"Library_-1 (Rumore)",0.0216
5911,0.124962785979733,0.2083705473536,0.486258110260338,"Library_-1 (Rumore)",0.1245
5912,0.322014930192381,0.0113184031409522,0.961592430554365,"Library_0 (Possibilita)",0.893
5913,0.528322739293799,0.194989405960465,0.509302308215423,"Library_-1 (Rumore)",0.1423
5914,0.657339923549443,0.32400659021611,0.325906038373791,"Library_-1 (Rumore)",0.0392
5915,0.351344248279929,0.0180109149465958,0.939579917672208,"Library_0 (Possibilita)",0.8352
5916,0.223703858209774,0.109629475123559,0.684308670681803,"Library_-1 (Rumore)",0.3341
5917,0.979824758600444,0.64649142526711,0.106775512162362,"Library_-1 (Rumore)",0.0016
5918,0.644458429189399,0.311125095856066,0.340761356750076,"Library_-1 (Rumore)",0.0445
5919,0.132169434102252,0.201163899231081,0.498536312698114,"Library_-1 (Rumore)",0.1338
5920,0.157740068854764,0.175593264478569,0.544657635718634,"Library_-1 (Rumore)",0.1727
5921,0.374772742623463,0.04143940929013,0.866415218716203,"Library_0 (Possibilita)",0.6607
5922,0.440477731404826,0.107144398071493,0.690218417592069,"Library_-1 (Rumore)",0.3425
5923,0.463285050354898,0.129951717021565,0.637840915259663,"Library_-1 (Rumore)",0.2727
5924,0.410405555041507,0.0770722217081736,0.765910683792556,"Library_0 (Possibilita)",0.4627
5925,0.0938982258085161,0.239435107524817,0.436700761074377,"Library_-1 (Rumore)",0.0912
5926,0.139568361220881,0.193764972112452,0.511464726522867,"Library_-1 (Rumore)",0.144
5927,0.667440552962944,0.334107219629611,0.31471212668429,"Library_-1 (Rumore)",0.0354
5928,0.611359069123864,0.278025735790531,0.382112359658141,"Library_-1 (Rumore)",0.062
5929,0.313821949996054,0.0195113833372791,0.93471425466758,"Library_0 (Possibilita)",0.8227
5930,0.225437638582662,0.107895694750672,0.688426401051755,"Library_-1 (Rumore)",0.3399
5931,0.286576010053977,0.0467573232793559,0.850617801151057,"Library_0 (Possibilita)",0.6265
5932,0.463717202888802,0.130383869555468,0.636887826917504,"Library_-1 (Rumore)",0.2715
5933,0.518567147897556,0.185233814564223,0.526788227398737,"Library_-1 (Rumore)",0.1569
5934,0.886086320737377,0.552752987404044,0.14768590072408,"Library_-1 (Rumore)",0.004
5935,0.622769833775237,0.289436500441904,0.367318940761333,"Library_-1 (Rumore)",0.0553
5936,0.364541397430003,0.0312080640966694,0.897638429765201,"Library_0 (Possibilita)",0.7319
5937,0.942355041159317,0.609021707825984,0.121557022807886,"Library_-1 (Rumore)",0.0023
5938,0.0154622998088598,0.317871033524473,0.332899192435111,"Library_-1 (Rumore)",0.0416
5939,0.724902252899483,0.39156891956615,0.257965555830831,"Library_-1 (Rumore)",0.0199
5940,0.273500565439463,0.0598327678938707,0.812989754878876,"Library_0 (Possibilita)",0.5497
5941,0.0499492287635803,0.283384104569753,0.375092763971632,"Library_-1 (Rumore)",0.0588
5942,0.352455964311957,0.019122630978624,0.935972462633384,"Library_0 (Possibilita)",0.8259
5943,0.627797389170155,0.294464055836822,0.360984089463338,"Library_-1 (Rumore)",0.0526
5944,0.809676374308765,0.476343040975432,0.192382542770849,"Library_-1 (Rumore)",0.0085
5945,0.933919672155753,0.60058633882242,0.125157384742976,"Library_-1 (Rumore)",0.0025
5946,0.514744211221114,0.18141087788778,0.533803058555008,"Library_-1 (Rumore)",0.163
5947,0.0872759977355599,0.246057335597773,0.426807712729191,"Library_-1 (Rumore)",0.0854
5948,0.886507731629536,0.553174398296202,0.147470703541496,"Library_-1 (Rumore)",0.004
5949,0.496808520285413,0.163475186952079,0.567981627358683,"Library_-1 (Rumore)",0.195
5950,0.0841921181418002,0.249141215191533,0.422277454658572,"Library_-1 (Rumore)",0.0828
5951,0.243512623012066,0.0898207103212674,0.732858405139466,"Library_0 (Possibilita)",0.4073
5952,0.618749308399856,0.285415975066523,0.372464812874747,"Library_-1 (Rumore)",0.0576
5953,0.307675295975059,0.025658037358274,0.915043740747966,"Library_0 (Possibilita)",0.7737
5954,0.224906383082271,0.108426950251063,0.687162042552757,"Library_-1 (Rumore)",0.3381
5955,0.127260779030621,0.206072554302712,0.490140076761532,"Library_-1 (Rumore)",0.1274
5956,0.946031863568351,0.612698530235017,0.120020279539775,"Library_-1 (Rumore)",0.0022
5957,0.375088786939159,0.0417554536058257,0.865468229576811,"Library_0 (Possibilita)",0.6587
5958,0.814173411810771,0.480840078477437,0.189412067538575,"Library_-1 (Rumore)",0.0082
5959,0.979521405184641,0.646188071851308,0.106887651219436,"Library_-1 (Rumore)",0.0016
5960,0.413235079264268,0.079901745930935,0.758448333914265,"Library_0 (Possibilita)",0.4498
5961,0.645931360544637,0.312598027211304,0.339029009427666,"Library_-1 (Rumore)",0.0439
5962,0.806253471178934,0.472920137845601,0.194674693214301,"Library_-1 (Rumore)",0.0088
5963,0.653871800052002,0.320538466718669,0.329840667986664,"Library_-1 (Rumore)",0.0405
5964,0.159853874938563,0.173479458394771,0.54865603704618,"Library_-1 (Rumore)",0.1764
5965,0.778111062943935,0.444777729610602,0.214585851580026,"Library_-1 (Rumore)",0.0117
5966,0.763891641749069,0.430558308415736,0.225408149026307,"Library_-1 (Rumore)",0.0135
5967,0.515924737788737,0.182591404455404,0.531626960370025,"Library_-1 (Rumore)",0.1611
5968,0.273776130052283,0.0595572032810499,0.813765330201898,"Library_0 (Possibilita)",0.5512
5969,0.994082268560305,0.660748935226972,0.101635609467772,"Library_-1 (Rumore)",0.0014
5970,0.258296528365463,0.0750368049678703,0.771324084078173,"Library_0 (Possibilita)",0.4722
5971,0.867357397451997,0.534024064118664,0.157573910213841,"Library_-1 (Rumore)",0.0048
5972,0.276273498544469,0.0570598347888638,0.820827985990754,"Library_0 (Possibilita)",0.5652
5973,0.736803748412058,0.403470415078724,0.247557736823312,"Library_-1 (Rumore)",0.0177
5974,0.86128547671251,0.527952143379177,0.160919626713987,"Library_-1 (Rumore)",0.0051
5975,0.146658049663529,0.186675283669805,0.524167226661875,"Library_-1 (Rumore)",0.1546
5976,0.73202520608902,0.398691872755686,0.251685129664301,"Library_-1 (Rumore)",0.0186
5977,0.38112823292613,0.047794899592797,0.847569319948026,"Library_0 (Possibilita)",0.6201
5978,0.807113126851618,0.473779793518285,0.194096468497958,"Library_-1 (Rumore)",0.0088
5979,0.807176358066499,0.473843024733166,0.19405400555976,"Library_-1 (Rumore)",0.0088
5980,0.400842746719718,0.0675094133863847,0.791678471718633,"Library_0 (Possibilita)",0.5091
5981,0.394229921046644,0.0608965877133111,0.810002567618269,"Library_0 (Possibilita)",0.5439
5982,0.990888965083286,0.657555631749953,0.102764875051241,"Library_-1 (Rumore)",0.0014
5983,0.565290163038298,0.231956829704965,0.448148642464479,"Library_-1 (Rumore)",0.0983
5984,0.694766993168741,0.361433659835408,0.286317639906896,"Library_-1 (Rumore)",0.0269
5985,0.134495780337602,0.198837552995731,0.502565604279234,"Library_-1 (Rumore)",0.1369
5986,0.448084004456177,0.114750671122844,0.672289084292154,"Library_-1 (Rumore)",0.3174
5987,0.379454654175788,0.0461213208424548,0.852491844400136,"Library_0 (Possibilita)",0.6305
5988,0.321334059350193,0.0119992739831408,0.959329596696532,"Library_0 (Possibilita)",0.8869
5989,0.358686841791496,0.0253535084581624,0.916008474780363,"Library_0 (Possibilita)",0.7761
5990,0.568228180753067,0.234894847419734,0.443615710778156,"Library_-1 (Rumore)",0.0955
5991,0.441610591020435,0.108277257687102,0.687518067362217,"Library_-1 (Rumore)",0.3387
5992,0.14318282995373,0.190150503379603,0.517901781839444,"Library_-1 (Rumore)",0.1493
5993,0.86206836393103,0.528735030597697,0.160484286793037,"Library_-1 (Rumore)",0.0051
5994,0.420050426153466,0.0867170928201328,0.740771215489676,"Library_0 (Possibilita)",0.4201
5995,0.0290701542980969,0.304263179035236,0.348949215188197,"Library_-1 (Rumore)",0.0477
5996,0.157319607911631,0.176013725421702,0.543865787837874,"Library_-1 (Rumore)",0.172
5997,0.218094514217228,0.115238819116106,0.671154467453676,"Library_-1 (Rumore)",0.3159
5998,0.622890759725124,0.28955742639179,0.367165273849368,"Library_-1 (Rumore)",0.0553
5999,0.424063868587837,0.0907305352545033,0.730554827524564,"Library_0 (Possibilita)",0.4036
6000,0.650588726392016,0.317255393058682,0.333609114961708,"Library_-1 (Rumore)",0.0419
6001,0.709926013369113,0.37659268003578,0.271686197180977,"Library_-1 (Rumore)",0.0231
6002,0.772526844404638,0.439193511071304,0.218772577568919,"Library_-1 (Rumore)",0.0124
6003,0.313828483922407,0.0195048494109263,0.934735387923016,"Library_0 (Possibilita)",0.8228
6004,0.712859341409057,0.379526008075724,0.268942511193175,"Library_-1 (Rumore)",0.0225
6005,0.294869864592329,0.0384634687410046,0.875383241686678,"Library_0 (Possibilita)",0.6807
6006,0.806046422803774,0.472713089470441,0.194814216051803,"Library_-1 (Rumore)",0.0089
6007,0.32456004852429,0.00877328480904299,0.970098348230281,"Library_1 (Necessita)",0.916
6008,0.176116469083354,0.157216864249979,0.580415646475191,"Library_-1 (Rumore)",0.2076
6009,0.0627959440462291,0.270537389287104,0.392142896851185,"Library_-1 (Rumore)",0.0668
6010,0.605526606552303,0.27219327321897,0.389902427414633,"Library_-1 (Rumore)",0.0657
6011,0.0515125582460314,0.281820775087302,0.377127334684629,"Library_-1 (Rumore)",0.0597
6012,0.500110611086711,0.166777277753378,0.561528757431455,"Library_-1 (Rumore)",0.1887
6013,0.702644401695579,0.369311068362246,0.278618639510984,"Library_-1 (Rumore)",0.0249
6014,0.406177945202217,0.0728446118688832,0.777197250583073,"Library_0 (Possibilita)",0.4827
6015,0.585836928104982,0.252503594771648,0.417392854339812,"Library_-1 (Rumore)",0.0801
6016,0.988145585404709,0.654812252071376,0.103745046332559,"Library_-1 (Rumore)",0.0014
6017,0.0782071819994599,0.255126151333873,0.413622265262884,"Library_-1 (Rumore)",0.078
6018,0.0392088133376092,0.294124519995724,0.361408452183501,"Library_-1 (Rumore)",0.0528
6019,0.496832445962355,0.163499112629021,0.567934606675298,"Library_-1 (Rumore)",0.195
6020,0.0713836024515331,0.2619497308818,0.403970483128159,"Library_-1 (Rumore)",0.0728
6021,0.619093458866701,0.285760125533367,0.372021527460284,"Library_-1 (Rumore)",0.0574
6022,0.998463300522417,0.665129967189084,0.100106484340736,"Library_-1 (Rumore)",0.0013
6023,0.449464244302362,0.116130910969029,0.669085896995059,"Library_-1 (Rumore)",0.3131
6024,0.398150942754,0.0648176094206671,0.79908687828053,"Library_0 (Possibilita)",0.523
6025,0.202366899698973,0.130966433634361,0.635605267819055,"Library_-1 (Rumore)",0.2699
6026,0.0211294686887413,0.312203864644592,0.339491727893812,"Library_-1 (Rumore)",0.0441
6027,0.55350033682771,0.220167003494377,0.466809289529821,"Library_-1 (Rumore)",0.1106
6028,0.892434671055526,0.559101337722192,0.144477068672756,"Library_-1 (Rumore)",0.0037
6029,0.657963215140626,0.324629881807293,0.325203898205546,"Library_-1 (Rumore)",0.0389
6030,0.843835768057033,0.5105024347237,0.170935366081522,"Library_-1 (Rumore)",0.0061
6031,0.719944092445076,0.386610759111742,0.26242952828761,"Library_-1 (Rumore)",0.0209
6032,0.58071725256741,0.247383919234077,0.42485301822225,"Library_-1 (Rumore)",0.0843
6033,0.774228805908933,0.4408954725756,0.217487963106239,"Library_-1 (Rumore)",0.0122
6034,0.506194079760462,0.172860746427129,0.549831914449973,"Library_-1 (Rumore)",0.1775
6035,0.772536069154739,0.439202735821406,0.218765594457777,"Library_-1 (Rumore)",0.0124
6036,0.671720323618501,0.338386990285168,0.310085860919399,"Library_-1 (Rumore)",0.0339
6037,0.46760251536034,0.134269182027007,0.628382692216575,"Library_-1 (Rumore)",0.2611
6038,0.159346852218732,0.173986481114601,0.547694302844063,"Library_-1 (Rumore)",0.1755
6039,0.13457349082455,0.198759842508783,0.502700761476154,"Library_-1 (Rumore)",0.137
6040,0.478232550201938,0.144899216868604,0.605689033214012,"Library_-1 (Rumore)",0.2348
6041,0.444130001822487,0.110796668489153,0.681550465764639,"Library_-1 (Rumore)",0.3302
6042,0.234506106004119,0.0988272273292144,0.710371196514048,"Library_0 (Possibilita)",0.3722
6043,0.729543816531077,0.396210483197744,0.253855464358316,"Library_-1 (Rumore)",0.019
6044,0.831804283196107,0.498470949862773,0.178201965031772,"Library_-1 (Rumore)",0.0068
6045,0.142003037035465,0.191330296297868,0.515791816094382,"Library_-1 (Rumore)",0.1476
6046,0.0545061018783599,0.278827231454973,0.381054084596705,"Library_-1 (Rumore)",0.0615
6047,0.757872488582507,0.424539155249173,0.230152141076983,"Library_-1 (Rumore)",0.0143
6048,0.836697522317991,0.503364188984657,0.175210073808987,"Library_-1 (Rumore)",0.0065
6049,0.499336703447625,0.166003370114292,0.563034501498661,"Library_-1 (Rumore)",0.1901
6050,0.0313088421244174,0.302024491208916,0.351662824735474,"Library_-1 (Rumore)",0.0488
6051,0.416929899016395,0.0835965656830619,0.748813274994014,"Library_0 (Possibilita)",0.4335
6052,0.751140989596024,0.417807656262691,0.23557593229331,"Library_-1 (Rumore)",0.0153
6053,0.483891941839829,0.150558608506496,0.593943238487586,"Library_-1 (Rumore)",0.2219
6054,0.274557551834732,0.058775781498601,0.815968664370882,"Library_0 (Possibilita)",0.5556
6055,0.914764959365129,0.581431626031796,0.133733933847776,"Library_-1 (Rumore)",0.003
6056,0.234669286524877,0.0986640468084564,0.710772418448688,"Library_0 (Possibilita)",0.3728
6057,0.999371416401118,0.666038083067785,0.0997924119902145,"Library_-1 (Rumore)",0.0013
6058,0.400614300277084,0.0672809669437508,0.792304527873369,"Library_0 (Possibilita)",0.5103
6059,0.344324886100367,0.0109915527670334,0.962680593737286,"Library_0 (Possibilita)",0.8959
6060,0.816015686374158,0.482682353040824,0.188208454538942,"Library_-1 (Rumore)",0.008
6061,0.0900186966173351,0.243314636715998,0.430877589257302,"Library_-1 (Rumore)",0.0878
6062,0.740626480197534,0.407293146864201,0.244304695763437,"Library_-1 (Rumore)",0.017
6063,0.921965236309916,0.588631902976583,0.130443143133817,"Library_-1 (Rumore)",0.0028
6064,0.00358581868931651,0.329747514644017,0.319495771307426,"Library_-1 (Rumore)",0.037
6065,0.77472646581009,0.441393132476757,0.217113764309952,"Library_-1 (Rumore)",0.0121
6066,0.689238311955705,0.355904978622372,0.291847814454698,"Library_-1 (Rumore)",0.0285
6067,0.691279487451538,0.357946154118205,0.289793757995327,"Library_-1 (Rumore)",0.0279
6068,0.131532429950312,0.201800903383022,0.497438650003159,"Library_-1 (Rumore)",0.1329
6069,0.0298978218343109,0.303435511499022,0.34995001815621,"Library_-1 (Rumore)",0.0481
6070,0.0360081121325493,0.297325221200784,0.357427847128825,"Library_-1 (Rumore)",0.0511
6071,0.311320822918788,0.0220125104145457,0.926659634578156,"Library_0 (Possibilita)",0.8024
6072,0.93452254566364,0.601189212330307,0.124896566382767,"Library_-1 (Rumore)",0.0024
6073,0.062792407348752,0.270540925984581,0.392138097881573,"Library_-1 (Rumore)",0.0668
6074,0.472135203424841,0.138801870091508,0.618603857739094,"Library_-1 (Rumore)",0.2496
6075,0.0446549751795828,0.28867835815375,0.368283818348524,"Library_-1 (Rumore)",0.0558
6076,0.463696750346571,0.130363417013238,0.636932901738012,"Library_-1 (Rumore)",0.2715
6077,0.433601010357961,0.100267677024628,0.706839283909702,"Library_-1 (Rumore)",0.3669
6078,0.264766971347854,0.0685663619854798,0.78878834316269,"Library_0 (Possibilita)",0.5038
6079,0.605579199967906,0.272245866634573,0.389831476795432,"Library_-1 (Rumore)",0.0657
6080,0.966746544931084,0.633413211597751,0.111718531611916,"Library_-1 (Rumore)",0.0018
